,available,price,minimum_nights,maximum_nights,room_type,accomodates,bedrooms,beds,total_reviews,days_since_review,comment_length,days_since_joined,host_location_country,property_type_kind,no_of_bath,type_of_bath,number_of_amneties
1293,0.0,1000.0,1.0,999.0,Entire home/apt,4.0,1.0,1.0,7.0,467.57142857142856,86.28571428571429,616,Estonia,Entire,1.0,Private,23
1294,0.0,1000.0,1.0,999.0,Entire home/apt,2.0,1.0,1.0,9.0,386.22222222222223,176.77777777777777,616,Estonia,Entire,1.0,Private,20
1295,0.0,1000.0,1.0,999.0,Entire home/apt,2.0,1.0,1.0,15.0,397.1333333333333,125.33333333333331,616,Estonia,Entire,1.0,Private,19
1296,0.0,884.0,1.0,999.0,Entire home/apt,2.0,1.0,1.0,28.0,243.82142857142856,150.07142857142858,616,Estonia,Entire,1.0,Private,18
1297,0.0,1005.0,1.0,999.0,Entire home/apt,4.0,1.0,2.0,23.0,307.1304347826087,143.0,616,Estonia,Entire,1.0,Private,19
1298,1.0,1000.0,1.0,999.0,Entire home/apt,2.0,1.0,1.0,3.0,252.3333333333333,85.33333333333333,616,Estonia,Entire,1.0,Private,9
1299,1.0,200.0,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,0.0,2720.1323529411766,0.0,616,Estonia,Entire,1.0,Private,10
1300,0.0,80.0,1.0,1125.0,Private room,2.0,2.0,1.0,1.0,577.0,333.0,616,Belgium,Private,2.0,Private,16
1301,0.0,207.66666666666663,7.0,1125.0,Entire home/apt,4.0,2.0,2.0,3.0,232.0,246.3333333333333,2468,Belgium,Entire,2.0,Private,15
1302,1.0,200.0,2.0,30.0,Entire home/apt,7.0,4.0,4.0,14.0,200.57142857142856,111.78571428571428,3413,Belgium,Entire,3.0,Private,22
1303,0.0,275.0,1.0,3.0,Entire home/apt,2.0,1.0,1.0,2.0,560.0,211.0,2857,Belgium,Entire,1.5,Private,36
1304,0.0,36.0,5.0,1125.0,Entire home/apt,2.0,1.0,1.0,4.0,460.0,222.25,2640,Belgium,Entire,1.0,Private,14
1305,0.0,73.33333333333333,1.3333333333333333,1125.0,Entire home/apt,2.0,1.0,1.0,56.0,268.8392857142857,204.5892857142857,2500,Belgium,Entire,1.0,Private,32
1306,0.0,76.66666666666667,1.6666666666666667,1125.0,Entire home/apt,2.0,1.0,1.0,10.0,139.7,163.6,2500,Belgium,Entire,1.0,Private,32
1307,1.0,78.0,1.0,30.0,Entire home/apt,2.0,1.0,1.0,1.0,537.0,127.0,2192,Belgium,Entire,1.5,Private,17
1308,0.0,54.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,3.0,565.6666666666666,322.3333333333333,2776,Belgium,Entire,1.0,Private,38
1309,0.0,140.0,2.0,1125.0,Entire home/apt,6.0,5.0,5.0,9.0,419.3333333333333,404.77777777777777,3409,Belgium,Entire,1.0,Private,38
1310,0.0,95.0,2.0,1125.0,Entire home/apt,4.0,2.0,2.0,29.0,327.62068965517244,176.41379310344828,2167,Belgium,Entire,1.5,Private,35
1311,1.0,130.0,1.0,365.0,Private room,2.0,1.0,2.0,0.0,2720.1323529411766,0.0,1781,Belgium,Private,1.0,Private,12
1312,1.0,220.0,1.0,365.0,Private room,4.0,1.0,4.0,0.0,2720.1323529411766,0.0,1781,Belgium,Private,1.0,Private,20
1313,0.0,38.0,5.0,14.0,Entire home/apt,2.0,1.0,1.0,3.0,310.6666666666667,393.6666666666667,2793,Belgium,Entire,1.5,Private,24
1314,0.0,125.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,0.0,2720.1323529411766,0.0,599,Belgium,Entire,1.0,Private,6
1315,0.0,45.0,3.0,60.0,Entire home/apt,4.0,1.0,2.0,8.0,266.75,217.875,3482,Belgium,Entire,1.5,Private,47
1316,0.0,70.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,16.0,437.875,238.375,2579,Belgium,Entire,1.5,Private,29
1317,1.0,89.0,1.0,1125.0,Entire home/apt,3.0,2.0,1.0,27.0,246.59259259259252,163.88888888888889,595,Belgium,Entire,1.5,Private,16
1318,1.0,65.0,4.0,17.0,Entire home/apt,2.0,1.0,1.0,6.0,352.8333333333333,142.33333333333334,1740,Belgium,Entire,1.0,Private,49
1319,0.0,75.0,1.0,1125.0,Entire home/apt,3.0,1.0,2.0,0.0,2720.1323529411766,0.0,1234,Belgium,Entire,1.0,Private,17
1320,1.0,75.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,23.0,236.5652173913044,158.34782608695653,1048,Belgium,Entire,1.0,Private,22
1321,0.0,80.0,14.0,1125.0,Entire home/apt,3.0,2.0,2.0,16.0,355.25,210.9375,587,Belgium,Entire,1.5,Private,39
1322,1.0,80.0,2.0,1125.0,Entire home/apt,3.0,1.0,2.0,3.0,386.3333333333333,295.3333333333333,578,Belgium,Entire,1.0,Private,13
1323,1.0,80.0,2.0,1125.0,Entire home/apt,3.0,1.0,1.0,4.0,315.5,221.75,578,Belgium,Entire,1.5,Private,29
1324,1.0,130.0,2.0,150.0,Entire home/apt,2.0,1.0,1.0,8.0,369.0,214.0,2867,Belgium,Entire,1.0,Private,20
1325,1.0,29.0,1.0,1125.0,Private room,1.0,1.0,1.0,4.0,493.25,82.0,1002,Italy,Private,1.0,Public,27
1326,1.0,99.0,6.0,1125.0,Entire home/apt,7.0,3.0,6.0,0.0,2720.1323529411766,0.0,573,Belgium,Entire,1.0,Private,20
1327,1.0,81.0,2.0,1125.0,Entire home/apt,6.0,3.0,6.0,0.0,2720.1323529411766,0.0,573,Belgium,Entire,1.5,Private,4
1328,1.0,70.0,6.0,1125.0,Entire home/apt,5.0,2.0,5.0,1.0,205.0,37.0,573,Belgium,Entire,1.5,Private,8
1329,1.0,70.0,14.0,1125.0,Entire home/apt,3.0,1.0,3.0,0.0,2720.1323529411766,0.0,573,Belgium,Entire,1.0,Private,7
1330,1.0,120.0,2.0,365.0,Entire home/apt,6.0,3.0,6.0,0.0,2720.1323529411766,0.0,573,Belgium,Entire,2.5,Private,14
1331,0.0,57.333333333333336,1.0,1125.0,Entire home/apt,4.0,2.0,2.0,87.0,283.7931034482759,137.02298850574712,508,Belgium,Entire,1.0,Private,30
1332,0.0,80.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,0.0,2720.1323529411766,0.0,2727,Belgium,Entire,1.0,Private,34
1333,1.0,200.0,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,22.0,282.90909090909093,92.13636363636364,1769,Belgium,Entire,1.5,Private,34
1334,1.0,70.0,2.0,1125.0,Entire home/apt,4.0,1.0,2.0,0.0,2720.1323529411766,0.0,557,Belgium,Entire,1.0,Private,15
1335,1.0,106.66666666666669,2.0,1125.0,Entire home/apt,4.0,1.0,2.0,0.0,2720.1323529411766,0.0,557,Belgium,Entire,1.0,Private,15
1336,1.0,106.66666666666669,2.0,1125.0,Entire home/apt,4.0,1.0,2.0,7.0,200.57142857142856,308.85714285714283,557,Belgium,Entire,1.0,Private,17
1337,1.0,33.0,1.0,14.0,Private room,1.0,1.0,1.0,7.0,234.8571428571429,126.42857142857144,1600,Belgium,Private,1.0,Public,10
1338,0.0,19.0,1.0,1125.0,Private room,2.0,1.0,1.0,11.0,483.3636363636364,99.72727272727272,1419,Belgium,Private,1.0,Public,14
1339,0.0,14.0,1.0,1.0,Private room,2.0,1.0,1.0,1.0,403.0,60.0,1419,Belgium,Private,1.0,Public,12
1340,1.0,115.0,4.0,1125.0,Entire home/apt,4.0,2.0,2.0,14.0,258.1428571428572,295.92857142857144,2822,Belgium,Entire,1.5,Private,41
1341,0.0,76.66666666666667,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,32.0,209.5625,195.46875,2720,Belgium,Entire,1.0,Private,24
1342,0.0,78.33333333333333,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,24.0,249.5,218.91666666666663,2720,Belgium,Entire,1.0,Private,26
1343,0.0,78.33333333333333,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,27.0,217.59259259259252,174.8148148148148,2720,Belgium,Entire,1.0,Private,23
1344,0.0,83.33333333333333,2.0,1125.0,Entire home/apt,4.0,1.0,2.0,25.0,228.88,196.48,2720,Belgium,Entire,1.0,Private,26
1345,0.0,83.33333333333333,2.0,1125.0,Entire home/apt,4.0,1.0,2.0,17.0,263.52941176470586,211.2941176470588,2720,Belgium,Entire,1.0,Private,26
1346,0.0,83.33333333333333,2.0,1125.0,Entire home/apt,4.0,1.0,2.0,28.0,211.53571428571428,160.07142857142858,2720,Belgium,Entire,1.0,Private,24
1347,0.0,95.0,2.0,1125.0,Entire home/apt,4.0,1.0,2.0,25.0,214.44,175.44,2720,Belgium,Entire,1.0,Private,24
1348,0.0,68.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,51.0,294.52941176470586,197.2745098039216,1781,Belgium,Entire,1.5,Private,28
1349,0.0,35.0,2.0,1125.0,Private room,2.0,1.0,1.0,1.0,498.0,194.0,2155,Belgium,Private,1.0,Public,10
1350,1.0,73.66666666666667,2.6666666666666665,1125.0,Entire home/apt,2.0,1.0,1.0,14.0,263.85714285714283,159.5,2055,Belgium,Entire,1.5,Private,32
1351,1.0,71.66666666666667,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,74.0,308.5,162.4189189189189,543,Belgium,Entire,1.5,Private,35
1352,1.0,67.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,87.0,276.4597701149425,194.1034482758621,543,Belgium,Entire,1.5,Private,36
1353,1.0,83.33333333333333,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,101.0,309.0990099009901,203.31683168316832,543,Belgium,Entire,1.5,Private,36
1354,1.0,83.66666666666667,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,85.0,305.2235294117648,141.85882352941175,543,Belgium,Entire,1.5,Private,34
1355,1.0,105.0,2.0,1125.0,Entire home/apt,6.0,3.0,3.0,58.0,256.6551724137931,131.44827586206895,543,Belgium,Entire,2.5,Private,33
1356,0.0,90.0,5.0,8.0,Entire home/apt,2.0,1.0,1.0,7.0,384.0,84.85714285714286,2304,Belgium,Entire,1.0,Private,25
1357,0.0,54.0,5.0,1125.0,Entire home/apt,2.0,1.0,1.0,3.0,422.6666666666667,475.6666666666667,537,Belgium,Entire,1.0,Private,17
1358,0.0,65.0,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,23.0,341.39130434782606,128.8695652173913,1371,Netherlands,Entire,1.0,Private,36
1359,0.0,55.0,7.0,90.0,Entire home/apt,2.0,1.0,2.0,7.0,319.0,111.71428571428572,2345,Belgium,Entire,1.0,Private,25
1360,0.0,279.0,1.0,1125.0,Entire home/apt,6.0,2.0,3.0,58.0,351.55172413793105,159.43103448275863,1303,Belgium,Entire,1.5,Private,51
1361,0.0,80.0,2.0,1125.0,Entire home/apt,3.0,1.0,2.0,29.0,185.6206896551724,215.31034482758625,2275,Belgium,Entire,1.0,Private,42
1362,0.0,114.0,2.0,1125.0,Entire home/apt,6.0,3.0,4.0,29.0,211.0,216.55172413793105,1693,Belgium,Entire,1.5,Private,49
1363,1.0,75.0,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,2.0,176.5,124.5,575,Spain,Entire,1.0,Private,44
1364,0.0,115.0,2.0,1125.0,Entire home/apt,4.0,2.0,2.0,29.0,211.3793103448276,151.41379310344828,944,Belgium,Entire,1.0,Private,39
1365,0.0,80.0,30.0,1125.0,Private room,8.0,4.0,4.0,0.0,2720.1323529411766,0.0,514,Belgium,Private,4.0,Private,17
1366,0.0,630.0,30.0,1125.0,Private room,2.0,1.0,1.0,1.0,353.0,54.0,514,Belgium,Private,1.0,Private,11
1367,0.0,650.0,30.0,1125.0,Private room,2.0,1.0,1.0,0.0,2720.1323529411766,0.0,514,Belgium,Private,1.0,Private,11
1368,0.0,24.0,30.0,1125.0,Private room,2.0,1.0,1.0,0.0,2720.1323529411766,0.0,514,Belgium,Private,1.0,Private,12
1369,0.0,590.0,30.0,1125.0,Private room,2.0,1.0,1.0,1.0,387.0,279.0,514,Belgium,Private,1.0,Private,11
1370,0.0,59.0,500.0,555.0,Entire home/apt,2.0,1.0,1.0,0.0,2720.1323529411766,0.0,1607,Kyiv,Entire,1.5,Private,8
1371,0.0,165.0,10.0,1125.0,Entire home/apt,4.0,2.0,2.0,2.0,368.5,242.5,3722,Belgium,Entire,1.0,Private,49
1372,0.0,31.0,3.0,1125.0,Private room,4.0,2.0,1.0,3.0,178.0,50.333333333333336,980,Belgium,Private,1.5,Public,34
1373,0.0,64.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,0.0,2720.1323529411766,0.0,2237,United States,Entire,1.0,Private,9
1374,1.0,91.66666666666669,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,33.0,262.8181818181818,220.7878787878788,1319,Belgium,Entire,1.0,Private,29
1375,0.0,35.0,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,8.0,445.125,152.25,2603,Belgium,Entire,1.0,Private,34
1376,0.0,120.0,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,8.0,261.375,197.625,2952,Belgium,Entire,1.0,Private,24
1377,1.0,46.66666666666666,3.0,1125.0,Entire home/apt,2.0,1.0,1.0,4.0,253.25,389.75,2358,Floriana,Entire,1.0,Private,13
1378,0.0,40.0,4.0,1125.0,Entire home/apt,2.0,1.0,2.0,2.0,468.5,50.5,508,Germany,Entire,1.5,Private,9
1379,0.0,40.0,5.0,1125.0,Entire home/apt,4.0,2.0,4.0,0.0,2720.1323529411766,0.0,508,Germany,Entire,1.0,Private,9
1380,0.0,45.0,4.0,1125.0,Entire home/apt,2.0,1.0,2.0,0.0,2720.1323529411766,0.0,508,Germany,Entire,1.5,Private,10
1381,0.0,85.0,3.0,200.0,Entire home/apt,2.0,1.0,1.0,3.0,240.3333333333333,216.3333333333333,527,Spain,Entire,1.0,Private,25
1382,0.0,51.333333333333336,9.0,90.0,Entire home/apt,4.0,1.0,2.0,7.0,232.28571428571428,371.0,2135,Belgium,Entire,1.0,Private,13
1383,1.0,130.0,7.0,1125.0,Entire home/apt,3.0,2.0,3.0,6.0,302.0,302.3333333333333,489,Belgium,Entire,1.0,Private,52
1384,0.0,225.0,2.0,1125.0,Entire home/apt,4.0,2.0,3.0,5.0,175.4,144.4,2533,Belgium,Entire,1.5,Private,21
1385,1.0,100.0,1.0,1125.0,Private room,5.0,2.0,4.0,9.0,261.55555555555554,308.55555555555554,2447,Belgium,Private,1.0,Private,30
1386,1.0,100.0,1.0,1125.0,Private room,4.0,2.0,3.0,14.0,217.42857142857144,224.78571428571428,2447,Belgium,Private,1.0,Private,30
1387,0.0,65.0,2.0,365.0,Entire home/apt,2.0,1.0,1.0,51.0,270.2549019607843,173.9607843137255,2375,Belgium,Entire,1.0,Private,42
1388,1.0,65.0,2.0,30.0,Entire home/apt,2.0,1.0,1.0,0.0,2720.1323529411766,0.0,2375,Belgium,Entire,1.0,Private,45
1389,0.0,59.0,2.0,1125.0,Entire home/apt,4.0,1.0,3.0,11.0,207.54545454545453,248.3636363636364,564,Belgium,Entire,1.0,Private,29
1390,1.0,60.0,30.0,200.0,Entire home/apt,2.0,2.0,1.0,1.0,220.0,213.0,1140,Belgium,Entire,1.0,Private,9
1391,0.0,68.33333333333333,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,19.0,228.4736842105264,195.42105263157896,478,France,Entire,1.5,Private,29
1392,1.0,160.0,1.0,1125.0,Entire home/apt,4.0,2.0,2.0,15.0,307.0,126.53333333333332,471,Belgium,Entire,1.5,Private,38
1393,0.0,69.0,1.0,1125.0,Private room,3.0,1.0,1.0,0.0,2720.1323529411766,0.0,471,Belgium,Private,1.0,Public,33
1394,0.0,65.0,1.0,1125.0,Private room,2.0,1.0,1.0,15.0,191.2,182.3333333333333,1232,Belgium,Private,1.5,Private,30
1395,0.0,99.0,2.0,1125.0,Entire home/apt,4.0,2.0,2.0,49.0,194.8571428571429,197.81632653061223,2918,Belgium,Entire,1.5,Private,43
1396,1.0,133.33333333333334,1.0,1125.0,Private room,2.0,1.0,1.0,21.0,356.0,161.47619047619048,459,Belgium,Private,1.5,Private,21
1397,0.0,55.0,2.0,1125.0,Private room,2.0,1.0,1.0,7.0,283.1428571428572,199.42857142857144,2657,Belgium,Private,1.0,Public,15
1398,0.0,65.66666666666667,2.0,1125.0,Private room,2.0,1.0,1.0,38.0,316.2631578947368,160.05263157894737,2657,Belgium,Private,1.0,Private,16
1399,1.0,75.0,5.0,365.0,Entire home/apt,4.0,2.0,2.0,2.0,342.5,284.5,2828,Belgium,Entire,1.0,Private,14
1400,0.0,75.0,5.0,365.0,Entire home/apt,4.0,2.0,2.0,0.0,2720.1323529411766,0.0,2828,Belgium,Entire,1.0,Private,14
1401,0.0,69.0,1.0,1120.0,Entire home/apt,4.0,1.0,2.0,23.0,236.65217391304347,128.7391304347826,446,Belgium,Entire,1.0,Private,50
1402,1.0,109.0,1.0,365.0,Private room,4.0,2.0,1.0,5.0,299.6,168.6,446,Belgium,Private,1.0,Private,54
1403,1.0,80.0,2.0,1125.0,Entire home/apt,6.0,1.0,3.0,3.0,183.3333333333333,155.33333333333334,1334,Belgium,Entire,1.0,Private,35
1404,0.0,89.33333333333333,2.0,1125.0,Entire home/apt,7.0,4.0,6.0,28.0,269.25,175.71428571428572,442,Belgium,Entire,1.0,Private,16
1405,1.0,90.33333333333331,7.0,1125.0,Entire home/apt,4.0,2.0,4.0,2.0,270.0,36.5,1208,Netherlands,Entire,1.0,Private,33
1406,1.0,60.0,7.0,1125.0,Entire home/apt,2.0,1.0,2.0,3.0,264.6666666666667,385.0,1208,Netherlands,Entire,1.0,Private,33
1407,1.0,90.0,7.0,1125.0,Entire home/apt,2.0,2.0,4.0,1.0,324.0,137.0,1208,Netherlands,Entire,1.0,Private,33
1408,1.0,100.0,7.0,1125.0,Entire home/apt,5.0,3.0,5.0,1.0,200.0,345.0,1208,Netherlands,Entire,1.0,Private,33
1409,0.0,61.66666666666666,5.0,30.0,Entire home/apt,3.0,1.0,2.0,13.0,252.3846153846154,293.38461538461536,2220,Belgium,Entire,1.0,Private,30
1410,1.0,59.0,3.0,1125.0,Entire home/apt,4.0,2.0,3.0,0.0,2720.1323529411766,0.0,2284,Belgium,Entire,1.0,Private,24
1411,0.0,83.33333333333333,7.0,1125.0,Entire home/apt,2.0,1.0,1.0,34.0,254.64705882352945,267.55882352941177,2266,Belgium,Entire,1.0,Private,43
1412,0.0,75.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,12.0,219.0,229.25,2121,Belgium,Entire,1.0,Private,32
1413,0.0,135.0,3.0,1125.0,Entire home/apt,2.0,2.0,1.0,4.0,295.75,327.5,2509,Belgium,Entire,1.0,Private,43
1414,0.0,300.0,4.0,365.0,Entire home/apt,6.0,3.0,3.0,15.0,243.13333333333333,302.2,2289,Belgium,Entire,3.0,Private,42
1415,0.0,300.0,4.0,365.0,Entire home/apt,6.0,3.0,3.0,1.0,130.0,77.0,2289,Belgium,Entire,2.5,Private,42
1416,0.0,82.66666666666667,2.0,1125.0,Entire home/apt,4.0,2.0,2.0,46.0,239.93478260869568,204.93478260869568,1475,Belgium,Entire,1.5,Private,38
1417,0.0,145.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,1.0,232.0,306.0,3107,Belgium,Entire,1.5,Private,37
1418,0.0,99.66666666666669,2.0,1125.0,Entire home/apt,4.0,1.0,2.0,22.0,162.5909090909091,185.95454545454547,501,Belgium,Entire,1.0,Private,50
1419,0.0,80.0,14.0,1125.0,Entire home/apt,2.0,1.0,1.0,0.0,2720.1323529411766,0.0,1808,Belgium,Entire,1.0,Private,13
1420,0.0,45.0,30.0,1125.0,Entire home/apt,2.0,1.0,1.0,0.0,2720.1323529411766,0.0,2173,Belgium,Entire,1.0,Private,18
1421,0.0,162.0,7.0,90.0,Entire home/apt,3.0,2.0,2.0,0.0,2720.1323529411766,0.0,1048,Belgium,Entire,1.5,Private,22
1422,0.0,120.0,1.0,1125.0,Entire home/apt,4.0,1.0,3.0,3.0,130.33333333333334,83.0,2171,Belgium,Entire,1.0,Private,16
1423,0.0,98.66666666666669,1.3333333333333333,120.0,Entire home/apt,4.0,2.0,3.0,29.0,198.68965517241372,176.10344827586206,1636,Belgium,Entire,1.0,Private,45
1424,1.0,135.0,14.0,1125.0,Entire home/apt,2.0,2.0,1.0,5.0,357.6,184.6,2566,Belgium,Entire,1.5,Private,47
1425,0.0,79.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,55.0,238.8909090909091,186.4181818181818,1589,Belgium,Entire,1.0,Private,41
1426,0.0,65.0,14.0,1125.0,Entire home/apt,4.0,2.0,2.0,5.0,251.0,266.8,1613,Belgium,Entire,1.5,Private,38
1427,0.0,50.0,3.0,1125.0,Entire home/apt,2.0,1.0,1.0,17.0,307.3529411764706,200.7058823529412,1396,Belgium,Entire,1.5,Private,32
1428,0.0,54.66666666666666,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,22.0,271.54545454545456,210.0,2917,Netherlands,Entire,1.0,Private,21
1429,0.0,90.0,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,6.0,220.3333333333333,286.6666666666667,403,Belgium,Entire,1.0,Private,10
1430,0.0,38.0,1.0,100.0,Private room,2.0,1.0,1.0,0.0,2720.1323529411766,0.0,1320,Belgium,Private,1.0,Public,10
1431,0.0,27.0,1.0,120.0,Private room,1.0,1.0,1.0,1.0,223.0,212.0,1320,Belgium,Private,1.0,Public,10
1432,0.0,58.0,1.0,100.0,Entire home/apt,2.0,2.0,2.0,4.0,196.25,93.75,1320,Belgium,Entire,1.0,Private,25
1433,0.0,119.0,40.0,1125.0,Entire home/apt,4.0,3.0,4.0,3.0,357.0,142.0,386, Switzerland,Entire,1.5,Private,26
1434,1.0,150.0,1.0,1125.0,Entire home/apt,4.0,2.0,2.0,0.0,2720.1323529411766,0.0,1216,Belgium,Entire,1.0,Private,34
1435,1.0,55.0,2.0,1125.0,Entire home/apt,4.0,1.0,1.0,9.0,261.0,276.55555555555554,2443,Belgium,Entire,1.5,Private,16
1436,0.0,80.0,1.0,365.0,Private room,2.0,1.0,2.0,15.0,292.26666666666665,153.46666666666667,2838,Belgium,Private,1.0,Private,25
1437,0.0,88.0,1.0,85.0,Private room,3.0,1.0,2.0,5.0,223.2,76.8,2838,Belgium,Private,1.5,Private,13
1438,0.0,118.0,2.0,1125.0,Entire home/apt,3.0,1.0,1.0,37.0,250.8918918918919,176.64864864864865,2476,Netherlands,Entire,1.5,Private,43
1439,1.0,94.0,1.0,1125.0,Private room,2.0,1.0,1.0,32.0,270.15625,182.0625,372,Belgium,Private,1.0,Private,14
1440,1.0,94.0,1.0,1125.0,Private room,2.0,1.0,1.0,47.0,218.2340425531915,158.61702127659575,372,Belgium,Private,1.0,Private,9
1441,1.0,121.0,2.0,1125.0,Private room,2.0,1.0,1.0,0.0,2720.1323529411766,0.0,372,Belgium,Private,1.0,Private,7
1442,0.0,18.0,5.0,1125.0,Private room,1.0,1.0,1.0,4.0,233.5,70.25,370,Belgium,Private,1.0,Public,12
1443,0.0,89.0,2.0,1125.0,Entire home/apt,4.0,2.0,2.0,15.0,256.8,116.53333333333332,2391,Belgium,Entire,1.0,Private,22
1444,0.0,60.0,2.0,1125.0,Entire home/apt,2.0,2.0,2.0,0.0,2720.1323529411766,0.0,1047,Belgium,Entire,1.0,Private,13
1445,0.0,35.0,1.0,365.0,Entire home/apt,2.0,1.0,1.0,42.0,221.7619047619048,122.97619047619048,1663,Belgium,Entire,1.0,Private,8
1446,0.0,67.66666666666667,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,37.0,239.8108108108108,127.8108108108108,2189,Belgium,Entire,1.5,Private,24
1447,0.0,125.0,1.0,1125.0,Entire home/apt,2.0,1.0,2.0,3.0,123.66666666666669,185.0,2431,Belgium,Entire,1.0,Private,43
1448,0.0,90.0,2.0,1125.0,Entire home/apt,3.0,2.0,2.0,3.0,137.33333333333334,96.33333333333331,906,Belgium,Entire,1.5,Private,35
1449,1.0,295.0,2.0,1125.0,Entire home/apt,4.0,2.0,2.0,9.0,167.22222222222223,221.88888888888889,1082,Belgium,Entire,2.5,Private,22
1450,1.0,67.0,10.0,1125.0,Entire home/apt,2.0,1.0,1.0,7.0,219.8571428571429,136.28571428571428,2676,Belgium,Entire,1.5,Private,46
1451,1.0,55.0,13.0,100.0,Entire home/apt,2.0,1.0,1.0,1.0,240.0,86.0,2326,Belgium,Entire,1.0,Private,22
1452,0.0,82.0,3.0,1125.0,Entire home/apt,3.0,1.0,1.0,5.0,264.6,156.8,2573,Belgium,Entire,1.5,Private,37
1453,0.0,36.0,19.0,1125.0,Entire home/apt,2.0,1.0,1.0,2.0,268.0,198.0,1281,Belgium,Entire,1.0,Private,44
1454,1.0,198.0,2.0,1125.0,Entire home/apt,4.0,2.0,3.0,20.0,223.5,233.85,1844,Belgium,Entire,1.5,Private,30
1455,1.0,65.0,1.0,365.0,Entire home/apt,2.0,1.0,1.0,14.0,280.92857142857144,141.42857142857142,2553,Belgium,Entire,1.0,Private,14
1456,0.0,99.66666666666669,2.0,1125.0,Entire home/apt,4.0,2.0,2.0,0.0,2720.1323529411766,0.0,1803,Belgium,Entire,1.5,Private,42
1457,0.0,74.66666666666667,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,30.0,268.1666666666667,133.8,343,Belgium,Entire,1.0,Private,17
1458,0.0,86.66666666666667,1.0,365.0,Entire home/apt,4.0,1.0,2.0,4.0,185.25,174.75,2748,Belgium,Entire,1.0,Private,12
1459,0.0,87.66666666666667,1.0,10.0,Entire home/apt,2.0,1.0,1.0,20.0,201.3,234.4,2223,Belgium,Entire,1.0,Private,14
1460,0.0,63.333333333333336,1.0,1125.0,Entire home/apt,3.0,2.0,3.0,32.0,192.3125,195.6875,2941,Belgium,Entire,1.0,Private,33
1461,0.0,100.0,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,39.0,191.25641025641025,172.64102564102564,2715,Belgium,Entire,1.5,Private,23
1462,0.0,60.0,3.0,1125.0,Entire home/apt,6.0,2.0,2.0,0.0,2720.1323529411766,0.0,1431,Belgium,Entire,1.5,Private,17
1463,0.0,70.0,1.0,1125.0,Entire home/apt,2.0,1.0,1.0,4.0,196.0,143.25,2265,Belgium,Entire,1.5,Private,25
1464,1.0,116.0,1.0,999.0,Entire home/apt,4.0,1.0,1.0,14.0,257.6428571428572,143.07142857142858,370,Estonia,Entire,1.0,Private,19
1465,1.0,116.0,1.0,999.0,Entire home/apt,4.0,1.0,1.0,0.0,2720.1323529411766,0.0,370,Estonia,Entire,1.0,Private,6
1466,1.0,116.0,1.0,999.0,Entire home/apt,4.0,1.0,1.0,7.0,173.0,105.71428571428572,370,Estonia,Entire,1.0,Private,6
1467,1.0,116.0,1.0,999.0,Entire home/apt,4.0,1.0,1.0,4.0,244.75,255.25,370,Estonia,Entire,1.0,Private,6
1468,1.0,116.0,1.0,999.0,Entire home/apt,4.0,1.0,1.0,4.0,188.75,218.75,370,Estonia,Entire,1.0,Private,7
1469,0.0,55.0,2.0,365.0,Entire home/apt,2.0,1.0,1.0,18.0,218.8333333333333,200.27777777777777,332,Belgium,Entire,1.5,Private,22
1470,0.0,95.0,1.6666666666666667,1125.0,Entire home/apt,3.0,1.0,2.0,35.0,222.28571428571428,189.45714285714288,2844,France,Entire,1.0,Private,44
1471,0.0,59.0,2.0,1125.0,Entire home/apt,2.0,1.0,1.0,13.0,204.6153846153846,154.15384615384616,3941,Belgium,Entire,1.0,Private,7
1472,0.0,75.0,3.0,1125.0,Private room,1.0,1.0,1.0,4.0,246.75,199.0,1686,Belgium,Private,1.5,Public,15
